	0	1
468	0.8166666706403096	[32, 5, 'softmax', 'softplus', 'softplus', 'sigmoid']
513	0.8166666706403096	[32, 7, 'sigmoid', 'sigmoid', 'sigmoid', 'softplus']
469	0.8166666706403096	[32, 5, 'softmax', 'softplus', 'softplus', 'softplus']
919	0.8166666706403096	[64, 3, 'tanh', 'softplus', 'softplus', 'softmax']
475	0.8166666706403096	[32, 5, 'softmax', 'softplus', 'tanh', 'softmax']
481	0.8166666706403096	[32, 5, 'softmax', 'tanh', 'sigmoid', 'softplus']
901	0.8166666706403096	[64, 3, 'tanh', 'sigmoid', 'softplus', 'softplus']
1365	0.8166666706403096	[64, 7, 'softplus', 'softplus', 'softplus', 'softplus']
897	0.8166666706403096	[64, 3, 'tanh', 'sigmoid', 'sigmoid', 'softplus']
512	0.8166666706403096	[32, 7, 'sigmoid', 'sigmoid', 'sigmoid', 'sigmoid']
279	0.8166666706403096	[32, 5, 'sigmoid', 'softplus', 'softplus', 'softmax']
523	0.8166666706403096	[32, 7, 'sigmoid', 'sigmoid', 'tanh', 'softmax']
601	0.8166666706403096	[32, 7, 'softplus', 'softplus', 'tanh', 'softplus']
645	0.8166666706403096	[32, 7, 'tanh', 'sigmoid', 'softplus', 'softplus']
273	0.8166666706403096	[32, 5, 'sigmoid', 'softplus', 'sigmoid', 'softplus']
1869	0.8166666706403096	[128, 5, 'softplus', 'sigmoid', 'softmax', 'softplus']
1432	0.8166666706403096	[64, 7, 'tanh', 'softplus', 'tanh', 'sigmoid']
603	0.8166666706403096	[32, 7, 'softplus', 'softplus', 'tanh', 'softmax']
1895	0.8166666706403096	[128, 5, 'softplus', 'tanh', 'softplus', 'softmax']
647	0.8166666706403096	[32, 7, 'tanh', 'sigmoid', 'softplus', 'softmax']
1216	0.8166666706403096	[64, 5, 'softmax', 'sigmoid', 'sigmoid', 'sigmoid']
1559	0.8166666706403096	[128, 3, 'sigmoid', 'softplus', 'softplus', 'softmax']
1743	0.8166666666666667	[128, 3, 'softmax', 'sigmoid', 'softmax', 'softmax']
2023	0.8166666666666667	[128, 5, 'softmax', 'tanh', 'softplus', 'softmax']
2016	0.8166666666666667	[128, 5, 'softmax', 'tanh', 'sigmoid', 'sigmoid']
2017	0.8166666666666667	[128, 5, 'softmax', 'tanh', 'sigmoid', 'softplus']
864	0.8166666666666667	[64, 3, 'softplus', 'tanh', 'sigmoid', 'sigmoid']
41	0.8166666666666667	[32, 3, 'sigmoid', 'tanh', 'tanh', 'softplus']
787	0.8166666666666667	[64, 3, 'sigmoid', 'softplus', 'sigmoid', 'softmax']
2020	0.8166666666666667	[128, 5, 'softmax', 'tanh', 'softplus', 'sigmoid']
2000	0.8166666666666667	[128, 5, 'softmax', 'softplus', 'sigmoid', 'sigmoid']
1987	0.8166666666666667	[128, 5, 'softmax', 'sigmoid', 'sigmoid', 'softmax']
216	0.8166666666666667	[32, 3, 'softmax', 'softplus', 'tanh', 'sigmoid']
2003	0.8166666666666667	[128, 5, 'softmax', 'softplus', 'sigmoid', 'softmax']
197	0.8166666666666667	[32, 3, 'softmax', 'sigmoid', 'softplus', 'softplus']
1071	0.8166666626930237	[64, 5, 'sigmoid', 'tanh', 'softmax', 'softmax']
529	0.8166666626930237	[32, 7, 'sigmoid', 'softplus', 'sigmoid', 'softplus']
1069	0.8166666626930237	[64, 5, 'sigmoid', 'tanh', 'softmax', 'softplus']
291	0.8166666626930237	[32, 5, 'sigmoid', 'tanh', 'sigmoid', 'softmax']
1031	0.8166666626930237	[64, 5, 'sigmoid', 'sigmoid', 'softplus', 'softmax']
644	0.8166666626930237	[32, 7, 'tanh', 'sigmoid', 'softplus', 'sigmoid']
473	0.8166666626930237	[32, 5, 'softmax', 'softplus', 'tanh', 'softplus']
903	0.8166666626930237	[64, 3, 'tanh', 'sigmoid', 'softplus', 'softmax']
331	0.8166666587193807	[32, 5, 'softplus', 'sigmoid', 'tanh', 'softmax']
771	0.8166666587193807	[64, 3, 'sigmoid', 'sigmoid', 'sigmoid', 'softmax']
768	0.8166666587193807	[64, 3, 'sigmoid', 'sigmoid', 'sigmoid', 'sigmoid']
329	0.8166666587193807	[32, 5, 'softplus', 'sigmoid', 'tanh', 'softplus']
149	0.8166666587193807	[32, 3, 'tanh', 'softplus', 'softplus', 'softplus']
480	0.8166666587193807	[32, 5, 'softmax', 'tanh', 'sigmoid', 'sigmoid']
